11026;Literary and General Lectures and Essays;Charles Kingsley;February 10, 2004 
11027;Grimm's Fairy Stories;Jacob Grimm and Wilhelm Grimm;February 10, 2004 
11028;Philippine Folk-Tales;Clara Kern Bayliss, Berton L. Maxfield, W. H. Millington,;February 10, 2004
11029;American Hero-Myths;Daniel G. Brinton;February 11, 2004
11031;Samuel Johnson;Leslie Stephen;February 11, 2004
11032;Wilson's Tales of the Borders and of Scotland, Vol. XXIII.;Various;February 11, 2004
11033;The Angel Over the Right Shoulder;Elizabeth Wooster Stuart Phelps;February 11, 2004
11034;A Compilation of the Messages and Papers of the Presidents;James D. Richardson;February 11, 2004
11035;Aziyade;Pierre Loti;February 11, 2004
11036;Legendes Normandes;Gaston Lavalley;February 11, 2004
11037;La veille d'armes;Claude Farrere et Lucien Nepoty;February 11, 2004
11038;En ballon! Pendant le siege de Paris;Gaston Tissandier;February 11, 2004
11039;A Woman's Journey Round the World;Ida Pfeiffer;February 11, 2004 
11041;The Half-Back;Ralph Henry Barbour;February 11, 2004 
11042;Isabelle;Andre Gide;February 11, 2004
11043;Midnight;Octavus Roy Cohen;February 11, 2004 
11044;The Existence of God;Francois de Salignac de La Mothe- Fenelon;February 11, 2004 
11045;The Ghost Ship;Richard Middleton;February 11, 2004
11046;La vie d'Ernest Psichari;Henri Massis;February 12, 2004
11047;Libro segundo de lectura;Ellen M. Cyr;February 12, 2004
11049;Eugenie Grandet;Honore de Balzac;February 12, 2004
11050;Taquisara;F. Marion Crawford;February 12, 2004
11051;The Cruise of the Dazzler;Jack London;February 12, 2004
11052;The Custom of the Country;Edith Wharton;February 12, 2004
11053;Minnie's Sacrifice;Frances Ellen Watkins Harper;February 12, 2004
11054;Poems (1786), Volume I.;Helen Maria Williams;February 12, 2004
11055;Lord Dolphin;Harriet A. Cheever;February 12, 2004
11056;Trial and Triumph;Frances Ellen Watkins Harper;February 12, 2004
11057;The Wife of his Youth and Other Stories of the Color Line, and;Charles Waddell Chesnutt;February 12, 2004 
11058;Jack Archer;G. A. Henty;February 12, 2004 
11059;The Sylphs of the Season with Other Poems;Washington Allston;February 12, 2004
11060;The Aspirations of Jean Servien;Anatole France;February 12, 2004
11061;Atlantic Monthly Volume 6, No. 34, August, 1860;Various;February 12, 2004 
11062;The Dozen from Lakerim;Rupert Hughes;February 12, 2004 
11063;A Man of Mark;Anthony Hope;February 12, 2004 
11064;Andromeda and Other Poems;Charles Kingsley;February 12, 2004 
11065;Aunt Mary's Primer;Anonymous;February 12, 2004 
11068;The Spirit of the Age;William Hazlitt;February 12, 2004
11069;Squinty the Comical Pig;Richard Barnum;February 13, 2004
11070;La Fontana de Oro;Benito Perez Galdos;February 13, 2004
11071;Naufragios de Alvar Nunez Cabeza de Vaca;Alvar Nunez Cabeza de Vaca;February 16, 2004
11073;The Illustrated Alphabet of Birds;Unknown;February 13, 2004 
11074;The Damned;Algernon Blackwood;February 13, 2004
11075;Der Mann im Nebel;Gustav Falke;February 13, 2004 
11076;Punch, or the London Charivari, Vol. 153, Oct. 24, 1917;Various;February 13, 2004 
11077;Ebooks: Neither E, Nor Books;Cory Doctorow;February 13, 2004 
11078;What Dress Makes of Us;Dorothy Quigley;February 13, 2004
11079;Essays in Rebellion;Henry W. Nevinson;February 14, 2004
11080;The Orations of Marcus Tullius Cicero, Volume 4;Cicero;February 14, 2004
11081;A Vocabulary or Phrase Book of the Mutsun Language, Spoken at the Mission of San Juan Bautista, Alta California;Father Felipe Arroyo de la Cuesta;February 14, 2004
11082;Old Saint Paul's;William Harrison Ainsworth;February 14, 2004
11083;The Parables Of The Saviour;Anonymous;February 14, 2004
11084;Sonny, A Christmas Guest;Ruth McEnery Stuart;February 14, 2004
11085;M. or N. "Similia similibus curantur.";G.J. Whyte-Melville;February 14, 2004
11086;A Surgeon in Belgium;Henry Sessions Souttar;February 14, 2004 
11087;Atlantic Monthly, Volume 6, Issue 35, September, 1860;Various;February 15, 2004 
11088;Crabbe, (George);Alfred Ainger;February 15, 2004
11089;The Education Of The Negro Prior To 1861;Carter Godwin Woodson;February 15, 2004
11090;Industrial Progress and Human Economics;James Hartness;February 15, 2004
11091;Poems;John L. Stoddard;February 15, 2004
11093;Trailin'!;Max Brand;February 15, 2004
11094;Punch, or the London Charivari, Vol. 156, March 12, 1919;Various;February 15, 2004 
11095;Fun and Nonsense;Willard Bonte;February 15, 2004
11096;Tales of Ind;T. Ramakrishna;February 15, 2004
11097;Young Robin Hood;G. Manville Fenn;February 15, 2004
11098;Happy and Gay Marching Away;Unknown;February 15, 2004 
11099;More Seeds of Knowledge; Or, Another Peep at Charles.;Julia Corner;February 15, 2004 
11100;History Of Modern Philosophy;Richard Falckenberg;February 15, 2004
11101;Coleridge's Ancient Mariner and Select Poems;Samuel Taylor Coleridge;February 15, 2004
11102;History of Negro Soldiers in the Spanish-American War, and Other Items of Interest;Edward A. Johnson;February 15, 2004
11103;Atlantic Monthly Volume 6, No. 37, November, 1860;Various;February 15, 2004 
11104;In Morocco;Edith Wharton;February 15, 2004 
11105;Jack Mason, The Old Sailor;Theodore Thinker;February 15, 2004
11106;The Girl at Cobhurst;Frank Richard Stockton;February 15, 2004
11107;Theobald, The Iron-Hearted;Anonymous;February 15, 2004
11108;Aus dem Durchschnitt;Gustav Falke;February 16, 2004 
11109;Punch, or the London Charivari, Vol. 156, Feb. 12, 1919;Various;February 15, 2004 
11110;A Countess from Canada;Bessie Marchant;February 16, 2004
11111;Only An Irish Boy;Horatio Alger, Jr.;February 16, 2004
11112;The Mirror of Literature, Amusement, and Instruction, No. 351;Various;February 16, 2004
11113;Principal Cairns;John Cairns;February 16, 2004
11114;Debate On Woman Suffrage In The Senate Of The United States,;Henry W. Blair, J.E. Brown, J.N. Dolph, G.G. Vest, Geo. F. Hoar.;February 16, 2004
11115;Frank Merriwell at Yale;Burt L. Standish;February 16, 2004
11116;The Wonderful Bed;Gertrude Knevels;February 16, 2004 
11117;Atlantic Monthly Volume 7, No. 40, February, 1861;Various;February 16, 2004 
11118;Atlantic Monthly Volume 7, No. 39, January, 1861;Various;February 16, 2004 
11119;Personal Memoirs Of A Residence Of Thirty Years With The Indian Tribes On The American Frontiers;Henry Rowe Schoolcraft;February 16, 2004
11120;Hurrah for New England!;Louisa C. Tuthill;February 16, 2004
11121;The Bracelets;Maria Edgeworth;February 17, 2004
11122;Choice Specimens of American Literature, And Literary Reader;Benj. N. Martin;February 17, 2004
11123;The German Classics of The Nineteenth and Twentieth Centuries,;Editor-in-Chief: Kuno Francke;February 17, 2004
11124;Northumberland Yesterday and To-day;Jean F. Terry;February 17, 2004
11125;A Compilation of the Messages and Papers of the Presidents;James D. Richardson;February 17, 2004
11126;Ten Girls from Dickens;Kate Dickinson Sweetser;February 17, 2004 
11127;The Case of Jennie Brice;Mary Roberts Rinehart;February 17, 2004
11128;The Red Thumb Mark;R. Austin Freeman;February 17, 2004
11129;No and Other Stories Compiled by Uncle Humphrey;Various;February 17, 2004 
11131;Pierre et Jean;Guy de Maupassant;February 17, 2004
11132;Robert Ier et Raoul de Bourgogne, rois de France (923-936);Ph. Lauer;February 17, 2004
11133;Punch, or the London Charivari, Vol. 156, Jan. 8, 1919;Various;February 17, 2004 
11134;Atlantic Monthly, Volume 7, Issue 41, March, 1861;Various;February 17, 2004 
11135;Monarch, The Big Bear of Tallac;Ernest Thompson Seton;February 17, 2004 
11136;A Discourse Upon The Origin And The Foundation Of;Jean Jacques Rousseau;February 17, 2004
11137;Twenty-Two Years a Slave, and Forty Years a Freeman;Austin Steward;February 18, 2004
11138;Comic History of England;Bill Nye;February 18, 2004
11140;Rollo at Play;Jacob Abbott;February 18, 2004
11141;A Summer in Leslie Goldthwaite's Life.;Mrs. A. D. T. Whitney;February 18, 2004
11142;Unitarianism;W.G. Tarrant;February 18, 2004
11143;Mary Marie;Eleanor H. Porter;February 18, 2004
11144;Somewhere in France;Richard Harding Davis;February 18, 2004
11145;The Discovery of Yellowstone Park;Nathaniel Pitt Langford;February 18, 2004
11146;The Expedition of the Donner Party and its Tragic Fate;Eliza Poor Donner Houghton;February 18, 2004
11147;Phebe, The Blackberry Girl;Edward Livermore;February 18, 2004
11148;Aunt Harding's Keepsakes;Anonymous;February 18, 2004
11149;Little Folded Hands;Anonymous;February 18, 2004
11150;Gems Gathered in Haste;Anonymous;February 18, 2004
11151;The Lost Trail;Edward S. Ellis;February 18, 2004 
11153;No Hero;E.W. Hornung;February 18, 2004
11154;Atlantic Monthly, Volume 8, Issue 45, July, 1861;Various;February 18, 2004 
11155;Atlantic Monthly, Volume 7, Issue 42, April, 1861;Various;February 18, 2004 
11156;Buddy And Brighteyes Pigg;Howard R. Garis;February 19, 2004
11157;Atlantic Monthly, Vol. 8, No. 46, August, 1861;Various;February 19, 2004
11158;Atlantic Monthly, Vol. 10, No. 61, November, 1862;Various;February 19, 2004
11159;Atlantic Monthly, Vol. 10, No. 62, December, 1862;Various;February 19, 2004
11160;A Cotswold Village;J. Arthur Gibbs;February 19, 2004
11161;Mary Wollaston;Henry Kitchell Webster;February 19, 2004
11162;The Story of Little Black Mingo;Helen Bannerman;February 19, 2004
11163;Potterism;Rose Macaulay;February 19, 2004
11164;Rough and Tumble Engineering;James H. Maggard;February 19, 2004
11165;Wild Wings;Margaret Rebecca Piper;February 19, 2004
11166;For Gold or Soul?;Lurana W. Sheldon;February 19, 2004
11167;Deccan Nursery Tales;Charles Augustus Kincaid;December 21, 2009
11168;Lives of SS. Declan and Mochuda;Anonymous;February 19, 2004
11169;Punch, or the London Charivari, Vol. 153, Aug 15, 1917;Various;February 19, 2004
11170;Atlantic Monthly, Vol. 7, No. 43, May, 1861;Various;February 19, 2004
11171;Uncle Tom's Cabin, Young Folks' Edition;Harriet Beecher Stowe;February 19, 2004
11172;Abraham Lincoln;John Drinkwater;February 19, 2004
11173;Atlantic Monthly, Vol. 5, No. 27, January, 1860;Various;February 20, 2004
11174;Four Great Americans: Washington, Franklin, Webster, Lincoln;James Baldwin;February 20, 2004
11175;L'inutile beaute;Guy de Maupassant;February 20, 2004
11176;Memoires du sergent Bourgogne;Adrien-Jean-Baptiste-Francois Bourgogne;February 20, 2004
11177;Punchinello, Vol. 1, No. 1, Saturday, April 2, 1870;Various;February 20, 2004
11178;La sagesse et la destinee;Maurice Maeterlinck;February 20, 2004
11179;Seeing Europe with Famous Authors, Volume VI;Various;February 20, 2004
11180;The World's Greatest Books, Vol VI.;Various;February 20, 2004
11181;Captains All;W.W. Jacobs;February 20, 2004
11182;The Boatswain's Mate;W.W. Jacobs;February 20, 2004
11183;The Nest Egg;W.W. Jacobs;February 20, 2004
11184;The Constable's Move;W.W. Jacobs;February 20, 2004
11185;Bob's Redemption;W.W. Jacobs;February 21, 2004
11186;Over The Side;W.W. Jacobs;February 20, 2004
11187;Four Pigeons;W.W. Jacobs;February 20, 2004
11188;The Temptation of Samuel Burge;W.W. Jacobs;February 20, 2004
11189;The Madness of Mr. Lister;W.W. Jacobs;February 20, 2004
11190;The White Cat;W.W. Jacobs;February 20, 2004
11192;The Americanism of Washington;Henry Van Dyke;February 20, 2004
11194;Vignettes in Verse;Matilda Betham;February 20, 2004
11195;Alcatraz;Max Brand;February 20, 2004
11196;Atlantic Monthly, Vol. 4, No. 21, July, 1859;Various;February 20, 2004
11197;Bambi;Marjorie Benton Cooke;February 20, 2004
11198;Christianity and Islam;C.H. Becker;February 20, 2004
11199;Claire de Lune;Guy de Maupassant;February 20, 2004
11201;Punch, or the London Charivari, Vol. 156., March 5, 1919;Various;February 21, 2004
11202;A Compilation of the Messages and Papers of the Presidents;James D. Richardson;February 21, 2004
11203;Narrative of a Survey of the Intertropical and Western Coasts of Australia;Phillip Parker King;February 21, 2004
11204;Diseases of the Horse's Foot;Harry Caulton Reeks;February 21, 2004
11205;20.000 Mijlen onder Zee: Oostelijk Halfrond;Jules Verne;February 29, 2008
11206;Compendio di Chimica Fisiologica;A. Cominelli;February 21, 2004
11207;Redevoeringen;Hendrik Conscience;February 21, 2004
11208;De legende en de heldhaftige, vroolijke en roemrijke daden;Charles de Coster;February 21, 2004
11209;Wat eene moeder lijden kan;Hendrik Conscience;February 21, 2004
11210;The Mirror of Literature, Amusement, and Instruction;Various;February 21, 2004
11211;A Minstrel In France;Harry Lauder;February 21, 2004
11212;Modern India;William Eleroy Curtis;February 21, 2004
11213;Brotherly Love;Mrs. Sherwood;February 21, 2004
11214;The Garies and Their Friends;Frank J. Webb;February 21, 2004
11215;Poems (1828);Thomas Gent;February 21, 2004
11216;The Happy Venture;Edith Ballinger Price;February 21, 2004
11217;The Visioning;Susan  Glaspell;February 21, 2004
11218;Highroads of Geography;Anonymous;February 21, 2004
11219;The Mirror of Literature, Amusement, and Instruction;Various;February 21, 2004
11221;The Bent Twig;Dorothy Canfield;February 22, 2004
11222;The Mirror of Literature, Amusement, and Instruction;Various;February 22, 2004
11223;Big Timber;Bertrand W. Sinclair;February 22, 2004
11224;Utilitarianism;John Stuart Mill;February 22, 2004
11225;Punch, Volume 156, January 22, 1919.;Various;February 22, 2004
11226;Building a State in Apache Land;Charles D. Poston;February 22, 2004
11227;Ten Boys from Dickens;Kate Dickinson Sweetser;February 22, 2004
11228;The Marrow of Tradition;Charles W. Chesnutt;February 22, 2004
11229;The Purple Cloud;M.P. Shiel;February 22, 2004
11230;MacMillan's Reading Books;Anonymous;February 22, 2004
11232;Bullets & Billets;Bruce Bairnsfather;February 23, 2004
11233;The Mirror of Literature, Amusement, and Instruction;Various;February 23, 2004
11234;The Mirror of Literature, Amusement, and Instruction;Various;February 23, 2004
11235;The Mirror of Literature, Amusement, and Instruction;Various;February 23, 2004
11236;Old Ballads;Various;February 23, 2004
11237;The Pearl Box;"A Pastor";February 23, 2004
11238;The Fight For Conservation;Gifford Pinchot;February 23, 2004
11239;The Life and Adventures of Robinson Crusoe Of York, Mariner, Vol. 1;Daniel Defoe;February 23, 2004
11240;The Apartment Next Door;William Andrew Johnston;February 23, 2004
11241;Wee Ones' Bible Stories;Anonymous;February 23, 2004
11242;The Life of Michelangelo Buonarroti;John Addington Symonds;February 23, 2004
11243;Miles Wallingford;James Fenimore Cooper;February 23, 2004
11244;A Project for Flying;Robert Hardley;February 23, 2004
11245;The Mirror of Literature, Amusement, and Instruction;Various;February 23, 2004
11246;The Mirror of Literature, Amusement, and Instruction;Various;February 23, 2004
11247;The Exploits Of Brigadier Gerard;Arthur Conan Doyle;February 23, 2004
11248;The Delights of Wisdom Pertaining to Conjugial Love;Emanuel Swedenborg;February 23, 2004
11249;Four Famous American Writers: Washington Irving, Edgar Allan Poe,;Sherwin Cody;February 24, 2004
11250;Journeys Through Bookland, Vol. 5;Charles Sylvester;February 24, 2004
11251;Famous Reviews;Editor: R. Brimley Johnson;February 24, 2004
11252;Martin Hewitt, Investigator;Arthur Morrison;February 24, 2004
11253;The Life of Col. James Gardiner;P. Doddridge;February 24, 2004
11254;Poetical Works of Johnson, Parnell, Gray, and Smollett;Samuel Johnson, Thomas Parnell, Thomas Gray, and Tobias Smollett;February 24, 2004
11255;Slave Narratives: A Folk History of Slavery in the United States;Work Projects Administration;February 24, 2004
11256;Social life at Rome in the Age of Cicero;W. Warde Fowler;February 24, 2004
11257;Little Folks Astray;Sophia May (Rebecca Sophia Clarke);February 24, 2004
11258;The Mirror of Literature, Amusement, and Instruction;Various;February 24, 2004
11259;Polly and the Princess;Emma C. Dowd;February 24, 2004
11260;The Kiltartan History Book;Lady I. A. Gregory;February 24, 2004
11263;The Adventures of a Special Correspondent;Jules Verne;February 24, 2004
11264;The Mirror of Literature, Amusement, and Instruction;Various;February 24, 2004
11265;Notes and Queries, No. 2, November 10 1849;Various;February 24, 2004
11266;Sonnets;Nizam-ud-din-Ahmad, (Nawab Nizamat Jung Bahadur);February 24, 2004
11267;The Mirror of Literature, Amusement, and Instruction,;Various;February 24, 2004
11268;The Flood;Anonymous;February 24, 2004
11270;A Practical Illustration of Woman's Right to Labor;Marie E. Zakrzewska;February 24, 2004
11271;The Anti-Slavery Examiner, Part 1 of 4;American Anti-Slavery Society;February 25, 2004
11272;The Anti-Slavery Examiner, Part 2 of 4;American Anti-Slavery Society;February 25, 2004
11273;The Anti-Slavery Examiner, Part 3 of 4;American Anti-Slavery Society;February 25, 2004
11274;The Anti-Slavery Examiner, Part 4 of 4;American Anti-Slavery Society;February 25, 2004
11275;The Anti-Slavery Examiner, Omnibus;American Anti-Slavery Society;February 25, 2004
11276;Civil Government in the United States Considered with;John Fiske;February 25, 2004
11277;Egyptian Ideas of the Future Life;E. A. Wallis Budge;February 25, 2004
11278;Folk-Tales of Napoleon;Honore de Balzac and Alexander Amphiteatrof;February 25, 2004
11279;The Slim Princess;George Ade;February 25, 2004
11280;Maggie Miller;Mary J. Holmes;February 25, 2004
11281;The Mirror of Literature, Amusement, and Instruction;Various;February 25, 2004
11282;The Mirror of Literature, Amusement, and Instruction;Various;February 25, 2004
11283;Plays of Gods and Men;Lord Dunsany;February 29, 2004
11284;Punch, Volume 156, 26 March 1919;Various;February 25, 2004
11285;Een Heldin;A.C. Kuiper;February 25, 2004
11286;Meesterstukken van Rembrandt Harmensz. Van Rijn;G. Kielder;February 25, 2004
11287;De omwenteling van 1830;Hendrik Conscience;February 25, 2004
11288;Ons Vaderland van de vroegste tijden tot de 15de eeuw;M. Lievevrouw-Coopman;February 25, 2004
11289;What is Coming?;H. G. Wells;February 25, 2004
11290;Emilie the Peacemaker;Mrs. Thomas Geldart;February 25, 2004 
11297;Travels through the Empire of Morocco;John Buffa;February 26, 2004 
11298;Wanderings by southern waters, eastern Aquitaine;Edward Harrison Barker;February 26, 2004 
11303;Vain Fortune;George Moore;February 26, 2004 
11304;The Lake;George Moore;February 26, 2004 
11308;The Book of Enterprise and Adventure;Anonymous;February 26, 2004
11309;The Booming of Acre Hill;John Kendrick Bangs;February 26, 2004
11311;The Masters of the Peaks;Joseph A. Altsheler;February 26, 2004
11312;The Mirror of Literature, Amusement, and Instruction;Various;February 26, 2004
11313;A School History of the United States;John Bach McMaster;February 26, 2004
11314;A Compilation of the Messages and Papers of the Presidents;James D. Richardson;February 26, 2004
11315;Friendly Fairies;Johnny Gruelle;February 26, 2004
11316;Atlantic Monthly, Volume 8, No. 47, September, 1861;Various;February 26, 2004 
11317;De Aarde en Haar Volken, Jaargang 1877;Various;February 26, 2004
11318;De reis om de wereld in tachtig dagen;Jules Verne;February 26, 2004
11319;The Fairy Godmothers and Other Tales;Mrs. Alfred Gatty;February 26, 2004 
11320;The Mirror of Literature, Amusement, and Instruction, Vol. 12,;Various;February 26, 2004 
11321;The Mirror of Literature, Amusement, and Instruction.;Various;February 26, 2004
11322;The Mirror of Literature, Amusement, and Instruction.;Various;February 26, 2004
11323;Caleb Williams;William Godwin;February 26, 2004
11324;This Is the End ;Stella Benson;February 26, 2004 
11325;The Happiest Time of Their Lives ;Alice Duer Miller;February 26, 2004 
11326;The Mirror of Literature, Amusement, and Instruction, Vol. 10, No.;Various;February 26, 2004 
11327;English Literature: Modern;G. H. Mair;February 27, 2004
11328;The Hunted Woman;James Oliver Curwood;February 27, 2004
11329;Lands of the Slave and the Free;Henry A. Murray;February 27, 2004
11330;The Mirror of Literature, Amusement, and Instruction;Various;February 27, 2004
11331;The Mirror of Literature, Amusement, and Instruction;Various;February 27, 2004
11332;The Mirror of Literature, Amusement, and Instruction;Various;February 27, 2004
11333;The Pearl Story Book;Mrs. Colman;February 27, 2004
11334;Wilson's Tales of the Borders and of Scotland, XXII;various;February 27, 2004
11335;The Einstein Theory of Relativity;H.A. Lorentz;February 27, 2004
11336;The Mirror of Literature, Amusement, and Instruction;Various;February 27, 2004
11337;Cowmen and Rustlers;Edward S. Ellis;February 27, 2004 
11338;The Mirror of Literature, Amusement, and Instruction, Vol. 13,;Various;February 27, 2004 
11339;Aesop's Fables;Aesop;February 27, 2004
11340;The Mirror of Literature, Amusement, and Instruction, Vol. 13,;Various;February 27, 2004 
11341;The Mirror of Literature, Amusement, and Instruction, Vol. 10,;Various;February 27, 2004 
11342;The Mirror of Literature, Amusement, and Instruction, Vol. 13,;Various;February 27, 2004 
11343;The Mirror of Literature, Amusement, and Instruction.;Various;February 27, 2004
11344;Scientific American Supplement, No. 415, December 15, 1883;Various;February 27, 2004
11345;Education as Service;J. Krishnamurti;February 27, 2004
11346;The Saint's Tragedy;Charles Kingsley;February 27, 2004 
11347;The Mirror of Literature, Amusement, and Instruction;Various;February 27, 2004
11348;The Mirror of Literature, Amusement, and Instruction, Vol. 13,;Various;February 27, 2004 
11349;Action Front;Boyd Cable (Ernest Andrew Ewart);February 28, 2004
11350;The Mirror of Literature, Amusement, and Instruction.;Various;February 28, 2004
11351;Cape Cod Ballads, and Other Verse;Joseph C. Lincoln;February 28, 2004
11352;Germany and the Next War;Friedrich von Bernhardi;February 28, 2004
11353;History of Liberia;J.H.T. McPherson;February 28, 2004
11355;Pallieter;Felix Timmermans;February 28, 2004
11356;A Tale of One City: The New Birmingham;Thomas Anderton;February 28, 2004
11357;Jimgrim and Allah's Peace;Talbot Mundy;February 28, 2004
11358;Atlantic Monthly, Volume 8, No. 48, October, 1861;Various;February 28, 2004 
11359;Punch, or the London Charivari, Vol. 156, Feb. 26, 1919;Various;February 28, 2004 
11360;Sacred And Profane Love ;E. Arnold Bennett;February 28, 2004 
11361;The Mirror of Literature, Amusement, and Instruction, Vol. 13,;Various;February 28, 2004 
11362;The Mirror of Literature, Amusement, and Instruction, Vol. 12,;Various;February 28, 2004 
11363;Bayard: The Good Knight Without Fear And Without Reproach;Christopher Hare;February 28, 2004
11365;The Fern Lover's Companion;George Henry Tilton;February 28, 2004
11366;The German Classics of The Nineteenth and Twentieth Centuries, Vol. II;Editor-in-Chief: Kuno Francke;February 28, 2004
11367;A History of China;Wolfram Eberhard;February 28, 2004
11368;Stories of Inventors;Russell Doubleday;February 29, 2004
11369;The Mirror of Literature, Amusement, and Instruction.;Various;February 29, 2004
11370;The Mirror of Literature, Amusement, and Instruction,;Various;February 29, 2004
11371;The Moorland Cottage;Elizabeth Cleghorn Gaskell;February 29, 2004
11372;The Nine-Tenths;James Oppenheim;February 29, 2004
11373;Through the Wall;Cleveland Moffett;February 29, 2004
11374;Fun And Frolic;Various;February 29, 2004 
11375;The Mirror of Literature, Amusement, and Instruction, Vol. 10,;Various;March 1, 2004 
11376;Autobiographical Sketches;Annie Besant;February 29, 2004
11377;The Man Whom the Trees Loved;Algernon Blackwood;February 29, 2004
11378;The Mirror Of Literature, Amusement, And Instruction;Various;February 29, 2004
11379;Round Anvil Rock;Nancy Huston Banks;February 29, 2004
11380;Le socialisme en danger;Ferdinand Domela Nieuwenhuis;February 29, 2004
11381;Sermons for the Times;Charles Kingsley;February 29, 2004 
11382;The Mirror of Literature, Amusement, and Instruction;Various;February 29, 2004
11383;Scientific American Supplement, Vol. XXI., No. 531, March 6, 1886;Various;February 29, 2004
11384;The Mirror of Literature, Amusement, and Instruction, Vol. 10,;Various;March 1, 2004 
11385;Scientific American Supplement, No. 446, July 19, 1884;Various;March 1, 2004
11386;The Mirror of Literature, Amusement, and Instruction.;Various;March 1, 2004
11387;The Mirror of Literature, Amusement, and Instruction;Various;March 1, 2004
11388;The Mirror of Literature, Amusement, and Instruction;Various;March 1, 2004
11389;The Mirror of Literature, Amusement, and Instruction;Various;March 1, 2004
11390;The Mirror of Literature, Amusement, and Instruction;Various;March 1, 2004
11391;Lectures on Art;Washington Allston;March 1, 2004
11392;Not Pretty, But Precious;John Hay, et al.;March 1, 2004
11393;20.000 Mijlen onder Zee: Westelijk Halfrond;Jules Verne;March 1, 2004
11394;Fighting in Flanders;E. Alexander Powell;March 1, 2004 
11395;Cheerful--By Request;Edna Ferber;March 1, 2004
11397;The Works of Samuel Johnson, LL.D, In Nine Volumes;Samuel Johnson;March 2, 2004
11398;A further contribution to the study of the mortuary customs of the North American Indians;H. C. Yarrow;
11399;The Pirates of Malabar, and An Englishwoman in India Two Hundred Years Ago;John Biddulph;March 2, 2004
11400;Mystic Isles of the South Seas.;Frederick O'Brien;March 2, 2004
11401;The Mirror of Literature, Amusement, and Instruction.;Various;March 2, 2004
11402;The Sky Line of Spruce;Edison Marshall;March 2, 2004
11403;Bell's Cathedrals: The Churches of Coventry;Frederic W.  Woodhouse;February 11, 2007
11404;The Mirror of Literature, Amusement, and Instruction, Vol. 12,;Various;March 2, 2004 
11405;The Mirror of Literature, Amusement, and Instruction, Vol. 12,;Various;March 2, 2004 
11406;The Mirror of Literature, Amusement, and Instruction, Vol. 12,;Various;March 2, 2004 
11407;The Mirror of Literature, Amusement, and Instruction, Vol. 10,;Various;March 2, 2004 
11408;The Mirror of Literature, Amusement, and Instruction;Various;March 2, 2004
11409;The Red Rover;James Fenimore Cooper;March 2, 2004
11410;Wanderings in Wessex;Edric Holmes;March 2, 2004
11411;The Mirror of Literature, Amusement, and Instruction;Various;March 2, 2004
11412;The Mirror of Literature, Amusement, and Instruction, Vol. 10,;Various;March 2, 2004 
11413;The Refugees;Arthur Conan Doyle;March 2, 2004 
11414;In the Claws of the German Eagle;Albert Rhys Williams;March 2, 2004 
11415;Atlantic Monthly, Volume 8, Issue 49, November, 1861;Various;March 3, 2004 
11416;A Description of Modern Birmingham;Charles Pye;March 3, 2004
11417;French Mediaeval Romances from the Lays of Marie de France;Marie de France;March 3, 2004
11418;The Grafters;Francis Lynde;March 3, 2004
11419;The Love Affairs of Great Musicians, Volume 2;Rupert Hughes;March 3, 2004
11420;The Mirror of Literature, Amusement, and Instruction.;Various;March 3, 2004
11421;Russell H. Conwell;Agnes Rush Burr;March 3, 2004
11422;Slave Narratives: A Folk History of Slavery in the United States;Work Projects Administration;March 3, 2004
11423;Histoire de la Revolution francaise, VI;Adolphe Thiers;March 3, 2004
11424;The Trade Union Woman;Alice Henry;March 3, 2004
11425;Punch, or the London Charivari, Vol. 153, Dec. 5, 1917;Various;March 3, 2004 
11426;The Call of the North;Stewart Edward White;March 3, 2004
11427;A Grandmother's Recollections;Ella Rodman;March 3, 2004
11428;Punch, or the London Charivari, Vol. 153, Nov. 14, 1917;Various;March 3, 2004 
11429;Punch, or the London Charivari, Vol. 156, April 30, 1919;Various;March 3, 2004 
11430;Goede Vaer Tromp;Pieter Louwerse (1840-1908);March 3, 2004
11431;Character Sketches of Romance, Fiction and the Drama, Vol 1;The Rev. E. Cobham Brewer, LL.D.;March 4, 2004
11432;The Youth's Coronal;Hannah Flagg Gould;March 3, 2004 
11433;The Mirror of Literature, Amusement, and Instruction;Various;March 4, 2004
11434;Pauvre Blaise;Comtesse de Segur;March 4, 2004
11435;Small Means and Great Ends;Edited by Mrs. M. H. Adams;March 4, 2004
11436;Stories by American Authors, Volume 1;Various;March 4, 2004
11437;Stories by American Authors, Volume 5;Various;March 4, 2004
11438;The Willows;Algernon Blackwood;March 4, 2004
11439;The Snow-Drop;Sarah S. Mower;March 4, 2004 
11440;Tales of Three Hemispheres;Lord Dunsany;March 4, 2004
11441;The Solitary of Juan Fernandez, or The Real Robinson Crusoe;Joseph Xavier Saintine;March 4, 2004
11442;The Mirror of Literature, Amusement, and Instruction;Various;March 4, 2004
11443;Punch, or the London Charivari, Vol. 153, Nov. 28, 1917;Various;March 4, 2004 
11444;Punch, or the London Charivari, Vol. 153, Dec. 12, 1917;Various;March 4, 2004 
11445;The Mirror of Literature, Amusement, and Instruction, Vol. 12,;Various;March 4, 2004 
11446;The Mirror of Literature, Amusement, and Instruction, Vol. 14,;Various;March 4, 2004 
11447;The Mirror of Literature, Amusement, and Instruction, Vol. 14,;Various;March 4, 2004 
11448;Cicero;Rev. W. Lucas Collins;March 5, 2004
11449;An Enquiry into the Obligations of Christians to Use Means for the;William Carey;March 5, 2004
