;28;
#10000;2;
#12379;1;
-;7;
--aamuhuutoon;1;
--aehae;2;
--aehaepaes;1;
--aeidin;1;
--aelae;3;
--aelkaeae;3;
--aelkaeaehaen;1;
--ah;3;
--aha;1;
--ahaa;2;
--aina;2;
--ainahan;1;
--aivan;1;
--alappa;2;
--ammattinne;1;
--anatol--sanoi;1;
--anna;3;
--antakaa;1;
--antakaahan;1;
--anteeksi--sanoi;1;
--antoi;1;
--apulaiseni;1;
--arvatenkin;1;
--arvelen;1;
--asema;1;
--asia;1;
--asiasta;1;
--astukaa;1;
--avioliittoon--ajatteli;1;
--bogoduhofskajaa;1;
--cest;1;
--comme;1;
--dmitrij;1;
--ei;35;
--eihaen;3;
--eikoe;4;
--eikoehaen;1;
--eikoes;2;
--eilen;1;
--eipae;4;
--eivaetpae;2;
--en;21;
--en--vastasi;1;
--enfin;1;
--enhaen;3;
--enkoe;2;
--ennen;2;
--enpae;2;
--entae;5;
--entaes;4;
--eraeaen;1;
--erittaein;1;
--et;2;
--etkoe;1;
--ettae;1;
--ettaekoe;1;
--ette;1;
--ettehaen;1;
--ettekoe;3;
--fedorof;1;
--filip;1;
--finashka--huusi;1;
--haen;4;
--haenen;1;
--haetteko;1;
--haluaisin;2;
--hauskaa;1;
--heidaen;1;
--herra;2;
--herralla;1;
--herrat;3;
--heti;1;
--hideuse;1;
--hirveae;1;
--hyvae;10;
--hyvaeae;3;
--hyvaesti;3;
--hyvaet;1;
--ihan;1;
--ikaevae;1;
--illallista;1;
--istukaa;2;
--itse;1;
--ja;13;
--jaeaekaeae;1;
--jaerjestaeaekseni;1;
--jaerkyttaeneet;1;
--jassoo;1;
--jefimia;1;
--jo;3;
--johan;1;
--joko;2;
--jokohan;2;
--jolleivaet;1;
--jos;4;
--josta;1;
--jumala;1;
--jumalaa;1;
--jumalan;1;
--jumalantakoon;1;
--jumalauta;1;
--ka;1;
--kaartinluutnantti;1;
--kaesken;1;
--kaeskettiin;1;
--kaevin;1;
--kaey;1;
--kaeykaeaehaen;1;
--kahdeksannessa;1;
--kaikkea;1;
--kaikki;3;
--kapteeni;1;
--kartinkin;2;
--katariina;2;
--katjusha;5;
--katjusha--alkoi;1;
--katos;1;
--katso;1;
--katsokaas;1;
--katsos;1;
--kauppiaalta;1;
--kauppias;1;
--kaupunkilainen;1;
--kenen;2;
--kenties--sanoi;1;
--kertokaa;1;
--ketae;3;
--ketaes;1;
--kiitaemme;1;
--kiitaen;4;
--kiitos;1;
--kiittaekaeae;1;
--koetas;1;
--kohta;1;
--kohtsillaeaen--kuului;1;
--koko;1;
--kristus;3;
--kuinka;17;
--kuinkako;2;
--kuinkas;3;
--kuka;2;
--kukako;1;
--kukapa;1;
--kulut;1;
--kumma;1;
--kummallista--sanoi;1;
--kun;4;
--kunpa;1;
--kuuletko;1;
--kyllae;14;
--kyllaehaen;3;
--kyllaepae;5;
--laehden;1;
--laehetaen;1;
--laehettaekaeaehaen;1;
--lienenkoe;1;
--ljubofj;1;
--loeysivaetpaehaen;1;
--lukekaa;1;
--luulenpa;1;
--luvanko;1;
--mahdotonta;1;
--mainion;1;
--mainiota;1;
--maitoa;1;
--maria;3;
--markovaa--kysyi;1;
--marusja;1;
--maslennikof;1;
--maslova;4;
--maslovaa;3;
--me;1;
--meikaelaeiset;1;
--melkeinpae;1;
--mene;2;
--menehaen;1;
--mennyt--huusi;1;
--mepae;1;
--mies;1;
--mihail;1;
--mihailovaksi;1;
--mihin;1;
--mikae;11;
--miksi;5;
--millae;4;
--milloin;1;
--miltae;1;
--minae;24;
--minae--sanoi;1;
--minae--vastasi;1;
--minaekoe;1;
--minaepae;1;
--minkae;2;
--minne;1;
--minulla;4;
--minulle;5;
--minun;1;
--minunkin;1;
--minunko;1;
--missae;4;
--missi;1;
--mistae;1;
--mitae;18;
--mitaekoe;1;
--mitaepae;1;
--mitaes;13;
--mitenkaes;1;
--muista;2;
--muistaako;1;
--muistakaa;2;
--muistatteko;1;
--muistelen;1;
--mustahko;1;
--mutta;24;
--muuten;2;
--myrkyttaemisjuttu;1;
--myrkytyksestae;1;
--mystisismi;1;
--naeen;1;
--naeettekoes;1;
--naehkaeaes;1;
--naekyy;1;
--naekyypae;1;
--naemaet;1;
--naimisissako;1;
--naisvanki;1;
--ne;1;
--nehljudof;2;
--neljaeksi--sanoi;1;
--neljaennellae;1;
--nerokas;1;
--niin;26;
--niinkoe;1;
--niinpae;4;
--niitae;1;
--nimenne;1;
--nimenne--kysyi;2;
--no;60;
--no-no;1;
--noeyrin;1;
--nostakaa;1;
--nyt;5;
--o-on;1;
--oho;1;
--oikeudesta;1;
--oikeus;4;
--olemme;4;
--olemmepa;1;
--olen;12;
--olen--sanoi;1;
--olette;1;
--oletteko;7;
--olihan;1;
--olin;4;
--olisitte;1;
--olkaa;4;
--olkoonpa;1;
--oma;1;
--on;11;
